document	label
보검아 군대가기 전에 소년소년한 모습이 남아있을 때 작품좀 열심히 해줘!!!이미 어마어마하게 돈 많이 벌었겠지만,돈도 좋지만 지금 모습으로만 찍을 수 있는 소년미있는 작품 좀 찍지...너무 연기활동 안하는 공백기가 기네ㅜㅜ	8
ㅈㄴ 싸가지없어보이긴했음	3
나는 성훈 나오면 별로던데대부분 좋아하네	8
역시 배설의 아이콘 평생 쌈마이 나쁘지도 좋지도않다	8
이홍기는 가슴 쓸어내리고 있겠네 ㅋㅋㅋ	8
양세종 아니거든!?	8
윤아 대신 효연이었으면 좋았을걸ㅡㅡ	8
갑질??? 야!! 지나가는 개가 웃겠다 이래서 수입차딜러는 않된다는 소리 듣는거여~	8
짱개랑사귀냐....존심도없나	0
코도 손 댄거 같은데.....에이핑크 남주랑 같은 병원에서 한 듯.....	8
얜 딴애들이랑은 다르게 전역해도 가망없을거같다ㅋㅋㅋㅋㅋ 여기저기 다양하게 사고쳐서ㅋㅋ 특히 개미들 건든건 역대최악의 실수. 지옥까지 까일듯ㅋㅋㅋ	8
"자기가 일본에서 살기 힘들다는 하소연이군... 그냥 쪽바리로 사는게.."	0
"고름이.....악성 종양으로 된 자가.....좀 조용히 살지.....홍바이러스"	2
"문가놈ㆍ똥OOO들처죽여야한다"	2
"지랄 뭐만했다하면 문재인이냐?"	3
"에라이 ㅅ ㅂ ㅅ ㄲ들아"	3
"중국 노노 미국 예쓰"	8
꼭 보십시오..좋은 영화 많은것을 알게되었죠	8
박진영ㅋㅋ진짝ㅋㅋ안늙으셔ㅋㅋ	8
"야구방망이로 두 부부 년놈을 벗겨놓고 찢어버려---자식들까지"	3
침대에서 여성한테 변태짓하는거 맞구나 침먹으라고	8
김종민이 또래여자왜만나냐ㅋㅋㅋㅋ자기보다 10여살이상 어린여자랑 만날능력있고 실제로도 그랬고	8
자랑스런 ?? 친일자식 박근혜 김무성들은?? 연예인은 누가있지??인랑주연 배우 ㅎㄹ	2
그러게 살아있을때 딸한테 좀 잘해주지	8
가 떼 리	8
대가리빈년 OOO	3
근대 걸그룹 인지도 중 트와이스 > 레벨 이 맞지 않냐? 왜 블핑을 레벨 위에 두냐 이해가 안가네, 1위 트와 2위 레벨 그 밑은 알아서, 아닌가?	8
둘이 오래못살듯...서로맞출생각을안하네	8
"못생긴 애들만 열애설 터지네 트와이스"	1
제작진이 편집을 타임라인을 너무 뒤죽박죽해놔서 현우 현주 완전 욕받이 됐다ㅜㅜ본인들이 출연자들 욕하지말아달라하면서 편집을 뒤죽박죽해놓으니 보는 사람들이 읭???뜬금없이 현우왜저러지 현주왜저러지 아리송송 욕하고..ㅜㅜ 이미 다들 영주한테 너무 과몰입한 상태라 이제 돌이킬수가없다...과연 본인들한테 득일지 독일지..편집좀 있는그대로 해주세요 그리고 보는사람들도 현주 현우 욕좀 그만하고요ㅉㅉ 아주 시어머니들나셨음	8
연예계는 역시 아니땐 굴뚝에 연기난다. 찌라시좀 그만 만들어라 좀.	8
얼굴 안변했네...	8
"3,40대 25만명감소? ㅋㅋ 나라 등골 휘는거봐"	4
바이럴 졸라 풀었네 작작해라	8
공개연예하고 천생연분이라하고 대체 왜 헤어진다는 소문이 나는지 머하러 사귀나 장난하나 서로 볼거 다보면 헤어지나 그럴거면 혼자살아라 이런걸로 기자눈앞에 기사내지말고	8
따뜻한 가정을 이룬거 같아 보기 좋음	8
"임은정 이 아줌마야!!! 상판떼기 생긴대로 노네!! 주둥이 그만좀 놀려라!!"	1
"오징어야 안녕 난꼴뚜기야"	8
이나라가 어찌댈려고 남자의 기를 죽이는 허위루머를 퍼트리냐 남자가 기를 못피는 나라치고 잘된나라 못봤다	8
잘생긴건모르겠고, 비율은 좋네.작은머리 긴다리 큰키	8
"기독교에 교주따윈 필요없다!"	8
시청률 떨어지자마자 귀신같이 언플시작 ㅋㅋㅋㅋㅋㅋㅋ 대중들은 바보가 아니여~	8
클럽 화장실에서 여자랑 그짓하다가 같이 빨았구먼. ㅜㅜ 백지영 행복해야하는데..이런 몹쓸놈일줄은...	3
부모 빚을 왜 자식이 갚아야 되는거야? ㅈ끗네	3
예원이 태임이 몸매였다면 꿀인데..	8
근데 웃긴거 이련도 지본판 아니잖아?ㅋㅋ	3
"으싸으샤 하면 떡고물 주니 승 아니냐"	8
와 개뻔뻔 ㅋㅋㅋㅋㅋㅋ 팬미팅이래 ㅋㅋㅋㅋㅋㅋㅋㅋ	8
메인기사좀 그만갈아치워라 제발..진득하게 한기사로좀 가보자	8
"빤스야. 빤스야~ 나이쳐묵고 왜그러냐"	4
"흙수저가 젊은나이에 이렇게 성공하는걸 본적이없다 진짜 위대한 승츠비다 ㅋㅋ ㅋㅋ"	0
에리카 졸라 순수하고 착한척 하더니...일본 쪽발들은 참...진짜 뻔뻔함.	0
ㅋㅋㅋㅋ사진만 봐도웃기다	8
"야 OOO들아 태극기 말고 일장기를 흔들어야지. 쪽빠리 기생충들..."	0
"Simp 이런걸 보면 그저 곱게 늙어서 저런 개소리 안하는 게 목표다"	8
"문재인 탄핵하여 감옥보내자"	2
"황교안이 대세다. 더블당에 속은2년 차라리 한국당을 찍겠다"	2
솔직히 여배우 중에서 분위기 있는 미모는 이영애, 김희선 투탑인 듯	8
아저씨 넘나 좋아요ㅋ	8
"전라인민공화국이자너 거긴 이미 다른 나라 아니었냐"	0
"깜찍하고 발랄한 뇽ㅋ"	3
잠재적 성범죄충들 난리났네 지들은 얼굴 안 되고 돈도 없어서 여자들이 쳐다보지도 않을텐데 '꽃뱀 빼액~!!' 하면서 괜히 감정이입 오지고 지리고 레릿고ㅋㅋㅋㅋㅋㅋ	5
주연에 지드래곤 탑 캐스팅 맞죠?	8
남자는 여자의 외모를 우선으로 보고, 여자는 남자의 돈을 본다............	8
"군인 경찰 소방관은 여자들로만 구성해서 운영하자 남자들 은 지원하지마라"	5
김성주랑 절친노트 찍어라	8
참 별걸 다 가지고 난리들.담배를 피던 똥을 싸던 관심없구만.	8
사기꾼은 죽을때까지 사기행위를 멈추지 않는다.	8
"김치 종특ㅋㅋㅋ 뭐하나 잘된다 싶으면 개나소나 다 몰려서 공멸ㅋㅋ"	5
우익들을 찬양하는건 도대체 뭐야? ㅁㅊ!!!! 친일파놈들 좀 있으면 나라도 팔아 넘길려고 하겠네 걔 들이 그렇게 좋으면 우리나라에서 나가라! 친일파놈아!!!!	2
고지용이 왜 토토가할때 같이 안하려고 했는지 알겠네.	8
시청자들이 느끼는 대만아줌마 이미지도 그래요.	8
"일본으로 여행부터 가지마! 이늙갱이들아!"	4
"줏대도 철학도 없는 교안아 이리저리휘둘리다가 사라져주라 제발! 널 보면 짜증나"	2
안나운서 말투...많이..어색하던데.;	8
박신혜는 괜찮은데 외모는 솔직히 뭔가 부담스럽고 느끼해...	1
이름 실화임? 한채아 왜??	8
"온김에 문재인새끼 청와대에 있을때 짜르봄바 한방 날려주고 가지."	2,3
여자가여자했네ㅋㅋㅋ	5
근데 얼굴 송강호도그렇고 감독도그렇고 토쏠린다 꺼져라 쪽팔리니까	1
정신나간 며느리지..성재기 형님...	8
"그럼 섹스는 어떻게 해결하니?"	8
여혐 그만해라 수지말고 때릴사람 찾아	8
"좌빨이 문제가 아니고 대선 공약 1만원은 대부분이 다 했쑤~~~"	2
"쪽빠리당 대일민국 나베."	0,2
홍진영 성격좋고 열심히하는거랑 별도로 스타일이 좀 촌스러운데..화장품을 따라사는구나	8
또 모를 감추려구 그러냐....나라일이 모가 터지면 시선끌려구 옌예인들 들추잔아....요새 연예인들 연이어 계속 터지네...	8
화장이 문제인건가 뭐야 저 얼굴...	1
솔까 이건 증거불충분 무죄될확룰이 높을듯 피해자가 남자라서 이미 무죄로 먹고들어감 ㅋ	8
은퇴하면 다냐? 저년 발목에 전자발찌 채우고 감방보내라. 아 남자들 있는 방. 여자감옥가서 또 저짓거리하면 안되니까	3
구준엽 너무 늙어버렸네...여자분이랑 넘 차이나 보임	8
"월급 많이받는 늙은이들 내 보내고 젊은피로 교체하라.그래야 회사가 산다"	4
루저시키들ㅋㅋ악플다는꼬릳지봐라인생최대업적이 군대다녀온시키들	3
얘가 기사 메인에 올라올 깜이냐?	8
설리가 설현 보다 1억 배 개념있네	8
"동성애는 정신병이다."	5
"틀딱 일베년들 음모론 오지네 이시지도못하면서 밤낮으로 안힘드냐? 채팅치다가 죽겠네 ㅋㅋ"	3,4
"ㅎㅎㅎ좌파향우회 총출동했나보네"	8
"글쓴이는 토착빨갱이인듯 ^^"	2
"나이살 쳐드신 틀딱이 터진당 국개원인데 저질 막말 얼굴철판깔고 괴물을 보는 듯하다"	2,4
돈벌레같은것... 한국오지마!	0
국민정서법 이란 법에 제대로 걸린 케이스지. 없는 법을 된통 뒤집어 쓰고 개고생했다.	8
이분 혼전임신 별로 놀라울것도 없는데;ㅡㅡ; 이게 왜 실검이었죠???	8
와 ....... 도가 지나친 욕 진짜 많다 .. 배우분 정말 상처 받으실듯 ㅜ 비평은 하되 비난은 하지맙시다 . 익이라고 면전앞 아니라고 인터넷에서 글로 이년 저년 그러지 마세요 서은수 배우님도 남의집 귀한 딸이에요 . 얼굴도 그렇게 못생긴거 아닌거같고 카페에서 저렇게 생긴 여자 옆에 앉아있으면 와 개못생겼네 이정도는 아니지 않나요 ? 연기력은 .. 뭐 보는사람의 관점에 따라 다른거니까 뭐라 못 하겠는데 정도 지켜서 말 해요 ㅠㅠ	8
"라도 홍어들 진짜 집단 으로 미쳤구나"	0
"좌파들 하이에나 같구먼.."	8
일베들..ㅉㅉ	8
중요한건 우리 박씨 부모님은 한국남자랑 결혼 안시킬꼬야 ㅋㅋㅋㅋㅋ	0
나두데려가..지..	8
"남자가 아무리 꼴려도 완전무장한 여자 엉덩이 만지지는 않는데..."	8
이런 애인데 프듀때 못생겼다고 깠던 사람들....... 세상 모르는거야!	8
"문빠 달창들은 어벙벙해서 국내용 댓글 조직 ㅋㅋ"	2
내 꿈은 자살이다. 어떻게하면 자살할수있을까 매일 진지하게 고민한다.	8
착한데 남자 보는 눈이 없네.	8
난 병재가사보다 병호가사가 더 좋던데	8
여자들 의무적으로 군대 보내면 군면제 줘도 된다 왜냐 지금 병력수 모자라거든	8
이 돼지는 지 뱃살이야기랑 결혼말고는 할게없나	1
"영부인 못되게 생겼네.."	1,2
"여기 쪽바리 앞잡이가 있네"	0
난...재미있던데.....	8
정준영은 몸도 못가눌 정도로 오열하고 있습니다ㅠ 우리 구탱이형 어떡해ㅠ	8
누가 마약 뽕쟁이 아니랄까봐 최고 존엄 앞에 똥묻은 개마냥 꼬리 살살 돌리는거 봐라 ㅉㅉ 저 나이 처먹고 저러고 싶냐	4
개짜증나더라 내가 남자지만 저놈도 제정신 아닌듯 아무리 여자가 돈이많다해도 어우 싫다 연상도 나름이지 엄마뻘 ㅡㅡ	4
별로안궁금하다.... ㅈㄴ부담스럽네	3
주이 힘내라	8
재현성님 ㅆㅅㅌㅊ	8
"좌좀탈출은 지능순입니다."	2
왜 이 년이 숲속집 메인을 해쳐먹나 몰라. 소지섭은 언급 안 해주냐?	3
"예수님이 부활해도 거부할 개독교에게 말 같지도 않은 부탁은 하지도 마세요."	7
정말 못생겻다 아무리 모델이지만.	1
좋은일아님 애도할분위기도아님상황좀 보세요 조민기님 지인분들..ㅡ ㅡ	8
땡땡이♡ 비보 화이팅♡	8
"이개 쇠기 목 따 야 된다"	3
박명수 완전 깍두기일줄 알았는데 왜케 잘하냐 ㅋㅋㅋ	8
유독요즘 대통령들은 이름개그 소재거리가 되게많네 ㅋㅋㅋㅋ 마카롱 문재앙 또람뿌 ㅋㅋㅋㅋㅋ	8
"할건해야지 그래야 트가가 계속대통령하는기야 알간 짱깨족치는 트가화이팅"	0
팔뚝보단 얼굴이.........	8
임신한게 아니고 그냥 똥배면 어째 ㅋㅋㅋㅋ	8
효린이 약한애들만 괴롭히는 일진들을 소탕하는 일진이었다함!	8
"일베새끼야 뭐만하면 종북 북한 타령이네 나이먹고 할짓없냐"	3,4
재미만좋았음.......톱배우 갑질은 이제그만....... 배우들 경각심....수많은 무명배우들 대학로에서 열심히다...그대들 고씨비롯한 배부른자들이여....정신차리시길...	8
"미친 늙은자한당 꼰데 세끼들! 저런놈들 뽑아준 개,돼지들이 문제다! 개늙은 놈들.."	2,3,4
"개독이나 신천지나 똑같다"	7
"난 남자지만? 쿵쾅이 왔니?"	1,5
태그에 괴물로변한모습 지워주세요. 저건 좀 아닌것 같음.....	8
문재앙 넌 빠져라 좀	2
"조민 생일파티 칭구들이랑 거하게 했든데"	8
시즌2인데 생각보다 약해서 많이 아쉬웠네요ㅠ	8
여자쪽 집안이 되게 잘 산다던데	8
제일 못생긴 뇨ㄴ 슈! 쓰뤠기! 감옥으로 바로 고~~	3
"신천지 박멸해야할 공무원 팀장이 신천지 교인이라니... 참 개가 웃을일이야"	7
"면상이 괴상하게 변해가네 탄화불소때 사진같이!! 정신병자"	1
ㅣ5살때 데뷔하고 19년활동했는데 32살? 갑자기 만으로계산하노ㅋㅋ	8
"대똥년=최순실.상궁=배근혜.내시=정호성"	2,3
워너원 댓글 비율에 남자가 원래 아렇게 많았낰ㅋㅋㅋㅋㅋ 워너원 부러워서 까러 달려오는 느그들 너무 한심하다 ㅠㅠㅠ 부러운거 린정해 ~~	5
"문재앙을 볼모로 잡고 있는데 뭘 걱정. 파트너가 다 구해줄텐데 세금으로"	2
"누가 신천지 지지받는 개누리 아니라고"	2
아프리카 보지마라	8
가수는 노래 따라간다고 소유진 파라파라퀸 부르더니 딱 그노래 인지도 처럼 인지도굴욕 당했내	8
"chob**** : 너두 언년이 과냐? 관심 처 받아라 옜다~~~"	8
"애한테 열등감 휩싸여서 아주매미들 아침부터 활발하네 ㅋㅋ"	4,5
"니들이 악마다 짱깨야!"	0
"발갱이들 에게 당하면 안된다"	2
저런년들이 나중에 지자식까지 다 내팽겨쳐두고 낚시하러 갈놈이라니까안?	3
어제 안봤는데.꼴보기싫어서. 봐야하는거야? 김태리땜에?	8
가해자들은 두발뻗고 잘자고 일하고 하하호호 웃으면서 살겠지??와....진짜 사람이 그럼 안되는거 아니예요??지들도 딸이 있을거고 부인도있을텐데 양심안찔려요??어떻게 태연하게 살아갈수있지??	8
한녀 유충들 또 불만 시작이냐 ㅋㅋ	5
이윤택 - 좌파 연극인, 고은 - 좌파 시인, 하용부 - 좌파 예술인, 조민기 - 좌파 배우, 오달수 - 좌파 배우, 조재현 - 좌파 배우, 조근현 - 좌파 감독, 최일화 - 좌파 배우, 최용민 - 좌파 배우, 한만삼 - 좌파 신부, 박재동 - 좌파 만화가	8
정현4강 축하한다! 수지도 테니스 칠줄 아니?	8
"통제를 왜 하냐 꼰대 새갸 감옥이냐"	3,4
어차피 너네랑은 못만나는데 이왕이면 이쁘고 잘생긴애들끼리 만나는게 낫지않냐~	8
대형기획사 아이돌이라던데 년차 좀 된	8
지들이 하차시켜놓고 지들이 고민중ㅋㅋㅋㅋ폭행도 차거나 때린게 아니라 밀친거..ㅋㅋㅋㅋ글쎄 현장스텝의 증언 아니면 못믿겠는데	8
여기소속사 애들은 다비율이 어마어마하다..얼굴이 다들실종되려고해...곧배우할듯	8
"나라를 이지경으로 만든 갱쌍도 시끼들 아직도 정신 못 차렸지? 쪽발이들이랑 똑같다"	0,3
문베가또..	2
"기독교와 신천지가 똑같네"	8
"정신나간 페미년이지. 흑형이 그냥 뒀겠냐"	3
판빙빙도 그렇고. 거대권력 앞에는 한없이 작아질 수 밖에 없는 중국의 현주소	8
일본애들 특징. 무턱이거나. 턱이 짧다.	8
신과 함께 1을 보고 느꼈다. 스크린쿼터는 폐지되어야한다. 그래야 재미없는 억지 감성팔이가 더이상은 안나오지 싶다.	8
노무현도 성형하던데 뭐 어떠냐	8
"빨갱이들 잔뜩몰려왔네ㅋㅋ홍어냄새난다 찌그러져라~~"	0,2
워 이거 몇부작인데 아직도하는거야?	8
실력파 외모	1
남자가 살다보면 바람도 피고그런거다 바람폇다고 다 이혼하면 대한민국 이혼률95프로는 될기야 단 여자는 바람피면 안된다	5
음악대장 이후로 ㅈ노잼이라 안봄.	3
트와이스 나연과 미카미 유아와 도플갱어 수준으로 닮음	8
시어머니도 어머니다 이것들아 집안일은 제대로 하지않으면서 남편이 벌어다주는 돈으로 편하게 놀고 먹는 것들이 왜 항상 지들이 피해자인척 코스프레할까? 따지고보면 지들도 결혼하면 저렇게 할거면서 ㅋㅋ	8
디이아탈퇴하고 순금으로가냐 ㅋㅋㅋㅋㅋ우하하하 난개그천재야	8
